,heads,tails
24033,765207,1598646
24034,1013488,875582
24035,1459862,1631256
24036,893958,1440517
24037,1555017,746514
24038,1638290,45012
24039,1577966,1627041
24040,1662645,1634942
24041,1071840,893847
24042,1393818,1334036
24043,65100,945384
24044,1636282,1374985
24045,1659166,104169
24046,1432985,1297704
24047,1045546,33533
24048,58492,1094348
24049,1005414,1518380
24050,1384072,1162816
24051,1346655,1691299
24052,1651221,1652101
24053,1318568,1529516
24054,907654,1054274
24055,1630176,915913
24056,1387135,70793
24057,97517,1653426
24058,1590955,109380
24059,894237,1105533
24060,1487718,1574774
24061,1605024,1076481
24062,1043337,27093
24063,1069152,1139812
24064,1593773,814926
24065,1285550,1541354
24066,1655075,1132509
24067,1182534,1444403
24068,59478,353184
24069,1521549,1407704
24070,923796,88000
24071,21344,909954
24072,1122051,1381668
24073,1577670,1528356
24074,1168990,1313275
24075,1546853,730272
24076,1681906,1517650
24077,1578731,1133470
24078,1347652,1619511
24079,1543066,1552845
24080,1529804,1636300
24081,709283,1066194
24082,1412347,1190370
24083,1435049,1610092
24084,1379714,1335112
24085,1617242,928421
24086,1005276,1434729
24087,1076541,1354327
24088,1103601,811156
24089,1415020,1168165
24090,1644804,800458
24091,1517302,1137855
24092,1037676,43920
24093,1093430,1308085
24094,880446,1114068
24095,1166388,1527727
24096,1473287,866829
24097,832489,823546
24098,1164256,1668589
24099,1548237,928022
24100,1631256,1581552
24101,750813,1520262
24102,1309057,1621640
24103,1289945,1110361
24104,1394156,1478121
24105,1102432,1083743
24106,1437557,1626937
24107,1374535,1000227
24108,1653384,1066658
24109,1310630,1657146
24110,54476,1547492
24111,1574910,1082278
24112,1566140,1253986
24113,1413547,1667161
24114,215466,1106645
24115,1032208,1579428
24116,1169988,1399352
24117,744218,1030653
24118,1382911,1393548
24119,80661,225648
24120,1075857,718877
24121,1096325,319191
24122,1670601,1533427
24123,1283450,1402436
24124,1121788,1494162
24125,4127,1104042
24126,1555082,1013871
24127,1163612,1019737
24128,1055160,1691198
24129,1018281,1096376
24130,1034670,891293
24131,1419275,1022321
24132,1364962,817720
24133,883237,883237
24134,883943,1095007
24135,1397047,1604627
24136,921183,1511261
24137,907471,95052
24138,1549145,1366928
24139,1335493,1565146
24140,29669,106532
24141,65759,812906
24142,1546853,34067
24143,1503707,1255604
24144,357173,1371446
24145,1434621,1433714
24146,1178409,1563227
24147,1635261,1389170
24148,1129633,78890
24149,57183,913277
24150,1532595,1095277
24151,1301236,884731
24152,1453687,1347178
24153,1441693,768899
24154,1437479,1396877
24155,1364099,1102358
24156,1557805,1384072
24157,1561939,1616495
24158,934445,1582919
24159,70866,858339
24160,1073431,860451
24161,80424,1297223
24162,1588656,1018254
24163,891014,1272830
24164,1387637,894329
24165,837919,1311370
24166,1328571,1533454
24167,1282637,1409431
24168,1455741,1031203
24169,1578348,1063761
24170,890908,1104506
24171,1506270,1575051
24172,1616314,723603
24173,354647,1519955
24174,1392545,712771
24175,1327467,1137855
24176,1554859,802967
24177,7789,771999
24178,1227500,1671584
24179,1535955,1047335
24180,93556,1138776
24181,1535778,1412126
24182,76605,1433714
24183,1095600,1011344
24184,1385818,820313
24185,1327467,1562528
24186,1411207,1389518
24187,1089907,1535079
24188,1419793,1593548
24189,1476264,790070
24190,1006837,1370946
24191,1326003,1331451
24192,1299709,217346
24193,1325281,912766
24194,19871,96223
24195,81157,898293
24196,51143,944765
24197,931336,1282648
24198,1452804,811212
24199,1062449,1522787
24200,1050915,1372020
24201,1593222,863110
24202,1006045,1453818
24203,1501350,1469822
24204,1683597,1407878
24205,880285,6732
24206,1576263,1445305
24207,1393434,40545
24208,1176316,1366744
24209,1605997,1644889
24210,1648893,1486957
24211,1024628,1464720
24212,1123852,1054721
24213,919956,1680966
24214,803649,1636736
24215,1510963,1123596
24216,1287750,78311
24217,1085913,40729
24218,1681292,1084597
24219,1016504,1445146
24220,1128281,1354371
24221,1156815,99250
24222,916365,1501257
24223,1057379,1156375
24224,814055,913275
24225,1140096,1545312
24226,1287213,772406
24227,69488,8063
24228,1585898,1623838
24229,921112,1542154
24230,1445305,904080
24231,1323648,1066656
24232,1413119,811589
24233,1673358,1178377
24234,921738,1615892
24235,792130,1590496
24236,1167609,896622
24237,1568162,4447
24238,1384101,1293282
24239,1173313,1561164
24240,1293818,6176
24241,1678407,862651
24242,1319643,1172358
24243,1590181,918251
24244,1576916,1655971
24245,926761,350698
24246,913778,1567098
24247,789019,885073
24248,8504,1430723
24249,1431934,900075
24250,90721,1512673
24251,1512138,1476765
24252,1499912,744187
24253,1509228,71557
24254,1597811,1577459
24255,1364885,1630176
24256,1005731,1525287
24257,52485,1109196
24258,1445235,1070680
24259,319200,1377789
24260,1318220,1448597
24261,100625,1672609
24262,907045,1051627
24263,1490892,1550369
24264,1051771,1567771
24265,1613762,1262959
24266,1638290,1362516
24267,1128928,1619239
24268,80172,1005409
24269,1562151,924383
24270,1681309,894245
24271,1606698,1430723
24272,849399,925288
24273,934612,1313911
24274,7286,1110805
24275,755933,1022809
24276,1525759,1497647
24277,1474464,353394
24278,1037156,1613489
24279,9389,1059556
24280,1323648,1140249
24281,1501720,1555039
24282,1114714,1105360
24283,1626644,809248
24284,845289,1045545
24285,1018840,1280263
24286,1288403,1572694
24287,1001426,1417663
24288,1356090,1361113
24289,1626556,16099
24290,1379527,1479681
24291,808326,1573166
24292,1569994,1145197
24293,1559998,758938
24294,315709,1425287
24295,1485003,1411207
24296,764630,1389545
24297,1621697,717423
24298,277058,1377013
24299,1657788,1961
24300,1141807,1495648
24301,749647,1422141
24302,1414295,1030749
24303,882104,884650
24304,1376793,1308569
24305,1171008,927454
24306,1018979,1370755
24307,1474735,884713
24308,1102993,807863
24309,1048268,1541451
24310,350868,3146
24311,1580670,1271214
24312,1020214,1554933
24313,1316360,1594219
24314,1178049,109177
24315,1506983,9092
24316,1633241,1097430
24317,1000736,877476
24318,313364,804212
24319,1463959,727672
24320,1262039,49071
24321,350403,1012019
24322,806888,1530766
24323,804269,1405073
24324,1554730,1436161
24325,858877,1071342
24326,1061027,1607749
24327,1566623,1302573
24328,1016281,1603480
24329,1113481,1605257
24330,1595710,1558235
24331,1363829,1054102
24332,1616741,1421907
24333,1307140,1539894
24334,1107332,882100
24335,1261159,1463959
24336,1478454,886982
24337,1624517,1672754
24338,1295810,103682
24339,1614404,1503707
24340,36104,1035770
24341,932628,1089029
24342,1390312,1375557
24343,1599489,1413119
24344,946647,1630940
24345,758938,1651898
24346,352541,6201
24347,1537274,1018164
24348,1508655,1609989
24349,1102112,1370291
24350,885978,1439095
24351,1377848,711034
24352,945699,1481832
24353,1444397,1442101
24354,877422,69671
24355,64996,1585898
24356,1617242,764622
24357,1367311,1411009
24358,845752,912607
24359,1091596,1230524
24360,1550377,921113
24361,63276,318346
24362,1503658,1616101
24363,40545,1002125
24364,1543739,1394074
24365,1045543,1357971
24366,725876,277948
24367,1544190,1047862
24368,1043186,1444145
24369,33619,1450708
24370,1386164,1594879
24371,1002638,880562
24372,6176,1114927
24373,1421603,1665300
24374,1407739,1516887
24375,1439724,1651286
24376,918386,1592290
24377,937098,785956
24378,1383871,1175609
24379,1411688,1599617
24380,1313918,927829
24381,1073146,73773
24382,819689,1300128
24383,1016169,1656936
24384,814453,93556
24385,1050825,313927
24386,1579684,1078271
24387,1575073,1272597
24388,1500242,883945
24389,1318605,1408356
24390,1556364,1100542
24391,1411009,1222333
24392,1504496,1340909
24393,845819,1613762
24394,1527728,1618835
24395,1523519,1005201
24396,1668340,1674242
24397,36146,1598683
24398,1413447,1392522
24399,1365784,351789
24400,829323,933738
24401,890447,1042642
24402,1650739,1608298
24403,1580891,1445146
24404,822370,1227268
24405,1589632,1068148
24406,8192,1122063
24407,1662669,1267238
24408,1566052,1466538
24409,927066,936528
24410,1350653,920371
24411,1586099,1089815
24412,1171008,1537048
24413,1610979,1558013
24414,1166126,27419
24415,913077,1591763
24416,927720,1638287
24417,944696,1096376
24418,880807,1640052
24419,215419,318259
24420,1557668,1058057
24421,732712,78239
24422,933972,1446806
24423,1483496,1005284
24424,920465,949721
24425,1484504,1121484
24426,894671,1685212
24427,1323639,1459266
24428,825322,1476045
24429,788965,1578305
24430,1493225,1396009
24431,1137005,1576940
24432,1128361,1018979
24433,277135,1558009
24434,1156388,1040470
24435,1109546,858339
24436,895665,109380
24437,1426506,1520358
24438,1640584,1261249
24439,1659329,1533357
24440,1294208,1229146
24441,1687505,1373846
24442,200406,318154
24443,1663641,880771
24444,1061219,1076682
24445,1103982,909494
24446,276209,1526520
24447,1451505,55785
24448,1231868,849979
24449,1601545,1474307
24450,1487798,1644488
24451,1363829,1125345
24452,1037868,1323468
24453,1041061,1173281
24454,1138476,1541157
24455,1687505,1391407
24456,1617351,1627631
24457,1506744,216324
24458,1399520,916085
24459,1062822,1328237
24460,1072379,1677390
24461,1643301,1624517
24462,1531375,882184
24463,1211759,1364856
24464,1603494,1378590
24465,777676,1084817
24466,1123494,1621466
24467,1661458,774937
24468,1510949,38009
24469,1034670,50172
24470,1609809,1584747
24471,1678038,1492633
24472,1637761,1346980
24473,1350156,1013237
24474,730349,1383571
24475,5133,1665300
24476,1073349,1043894
24477,1578348,318996
24478,6879,1390312
24479,1390705,1140310
24480,1544229,1570011
24481,1353523,1615780
24482,1023024,1129096
24483,1437352,1508348
24484,708955,1359699
24485,1311673,1046050
24486,316709,1399406
24487,1392363,1619917
24488,1674930,1130144
24489,1359931,1116132
24490,1095981,1053691
24491,926660,1510891
24492,1311230,1522767
24493,3197,76954
24494,1630212,1643542
24495,1060736,1005731
24496,852772,1066656
24497,883984,1373670
24498,1621221,783325
24499,1520744,922621
24500,1596967,874761
24501,1567802,706698
24502,1297587,1287701
24503,356028,947484
24504,73309,779334
24505,1584963,1637913
24506,1620393,881787
24507,1500305,1289237
24508,1619551,67716
24509,1469510,1027099
24510,314489,790359
24511,1531190,1443646
24512,1338749,1538123
24513,717720,19871
24514,1101026,315709
24515,1094392,1091748
24516,1511737,1588656
24517,720500,840883
24518,1617406,878726
24519,1166691,1377013
24520,865941,1620280
24521,1349577,880115
24522,47217,23082
24523,742278,1576804
24524,1585389,799088
24525,1622767,1566978
24526,842162,355811
24527,1556179,1567098
24528,1615222,1547459
24529,789933,1297401
24530,1477200,56679
24531,278130,798955
24532,1315061,1326380
24533,1294924,1437283
24534,1502749,1163348
24535,1590750,704562
24536,318300,8063
24537,1349436,1455926
24538,1442741,1399529
24539,1402281,1340127
24540,790067,81318
24541,1267426,1628908
24542,1662618,1623016
24543,1419852,1583712
24544,1136893,1289850
24545,1159297,230498
24546,744218,1426850
24547,30371,88948
24548,8858,1584754
24549,67215,1367832
24550,1378453,946563
24551,777676,1080306
24552,1606069,1273813
24553,1576018,1064117
24554,1639300,1582086
24555,1655075,902791
24556,10254,1425205
24557,1637558,1414628
24558,1311596,935036
24559,1615346,1609702
24560,1015739,1355096
24561,724910,937941
24562,1473654,1370946
24563,1159275,42316
24564,737875,1034563
24565,1453099,1429386
24566,701811,1640313
24567,1301075,1092289
24568,9892,1326380
24569,1128383,1552328
24570,1651577,1490949
24571,1001385,4515
24572,1467760,1162556
24573,1050915,1276827
24574,901491,318996
24575,1015155,1622767
24576,1446152,737468
24577,1558013,726516
24578,1125699,1507881
24579,879933,745026
24580,921112,833795
24581,1479247,1575098
24582,1324948,1053369
24583,4962,1347185
24584,1674335,1662633
24585,1653821,1437491
24586,1662618,1552700
24587,798354,352915
24588,1506270,16040
24589,1000234,1000298
24590,1622057,1379895
24591,1551739,1503063
24592,1473490,1568385
24593,1175416,946647
24594,1166708,1646587
24595,1364099,1345991
24596,1650526,1638227
24597,706129,764897
24598,828530,1273636
24599,930184,1116613
24600,912183,1142576
24601,1377936,1571949
24602,1038074,1670869
24603,1560452,1530721
24604,1102541,1041954
24605,858800,1471727
24606,724742,1375793
24607,1681689,78814
24608,1297735,1513965
24609,1125376,54476
24610,895421,895421
24611,17485,1389772
24612,1025835,1093082
24613,1223389,868780
24614,1387713,4457
24615,830122,1590181
24616,925306,1353538
24617,1488613,1364250
24618,1418372,1071993
24619,1304161,948426
24620,739708,900075
24621,1530746,1024126
24622,1666134,885245
24623,768899,1527599
24624,1324272,878828
24625,1058623,1513856
24626,1339048,1533454
24627,798081,894081
24628,789019,320193
24629,1039065,1094831
24630,1011395,18396
24631,1581776,1416090
24632,1262823,1283464
24633,1076682,1104485
24634,352363,830748
24635,751365,1561726
24636,895655,1484504
24637,1624873,1370637
24638,89089,878522
24639,835324,1069530
24640,1649450,886982
24641,1515718,1327811
24642,1581378,1678038
24643,1111741,1431567
24644,1508348,1353633
24645,1590955,1236997
24646,816159,1140215
24647,717423,1060219
24648,1586988,1575051
24649,95029,1617957
24650,311817,790070
24651,1627606,1575295
24652,1580264,814586
24653,1377630,1350593
24654,840256,1028918
24655,935036,1063254
24656,715788,1421461
24657,20286,57183
24658,1089061,873303
24659,18396,1465470
24660,1521549,858339
24661,1307954,1666487
24662,802510,1450923
24663,1487052,319654
24664,896429,46080
24665,1419806,1626115
24666,1069183,732026
24667,1593204,1520566
24668,709337,1398137
24669,949721,1106644
24670,88941,1514743
24671,1598683,1280452
24672,1582313,1562039
24673,36270,1530950
24674,1589061,740971
24675,858800,790816
24676,1419582,1648945
24677,1651958,1566623
24678,1565146,1070081
24679,6732,1012100
24680,701869,6955
24681,946647,1339970
24682,1552189,1079282
24683,1411688,1592264
24684,1418076,1586573
24685,1100441,816949
24686,51011,1287808
24687,1404281,52485
24688,50863,832767
24689,1411685,1013462
24690,1372041,919943
24691,878079,32020
24692,320193,1138830
24693,1629958,1083706
24694,81020,811596
24695,354190,784199
24696,1169055,1288847
24697,857501,1127160
24698,1321710,807884
24699,1178711,1376316
24700,1397047,1599033
24701,1544238,103379
24702,1081183,1368993
24703,874792,100826
24704,1673255,1365216
24705,1476170,896429
24706,1557421,1043604
24707,1405332,768408
24708,1059378,1479000
24709,1417028,27093
24710,1538849,1567514
24711,1080056,1294016
24712,793524,1331465
24713,1020710,1382574
24714,829323,1556063
24715,1593538,1648893
24716,38264,1598908
24717,1110805,1137154
24718,1013238,91142
24719,1349436,1123871
24720,1335293,1526759
24721,1401564,27419
24722,1583994,1429896
24723,1006830,1491419
24724,1646576,1371446
24725,1550518,1616862
24726,1276591,824416
24727,1574863,1308137
24728,1337068,883107
24729,927355,1518520
24730,1550603,1644509
24731,1056696,805676
24732,1584489,319200
24733,1323891,1328598
24734,78003,1052547
24735,1566011,1628738
24736,1332349,913778
24737,860131,1073349
24738,811240,1681400
24739,1592407,1672985
24740,1173514,1139822
24741,1482430,1445831
24742,86521,1180638
24743,1537169,1489367
24744,884269,814286
24745,1423586,1512927
24746,1302084,1479681
24747,1052054,215466
24748,1437822,1287865
24749,1334933,1591588
24750,1002037,1506492
24751,1620533,1086222
24752,66479,767673
24753,1548600,1559157
24754,1361394,1621379
24755,741516,1604082
24756,1304421,8670
24757,880807,1583103
24758,1101433,1571919
24759,1089819,884940
24760,1438095,1668761
24761,1396446,1611983
24762,1532158,1505497
24763,875729,1169987
24764,1682130,201779
24765,1759546,8868
24766,948708,1467761
24767,1628738,1502557
24768,1059272,890447
24769,1357971,54187
24770,1001115,1495231
24771,19411,1606254
24772,1534155,351834
24773,709804,1648903
24774,1616817,1610457
24775,933036,893046
24776,880555,1607450
24777,941548,1383650
24778,1615999,105744
24779,66388,1388180
24780,753568,1666926
24781,110027,1629665
24782,1581164,96885
24783,849399,1592706
24784,1551182,1602078
24785,726728,1524829
24786,201533,1665918
24787,4127,1279695
24788,1457737,319687
24789,1652535,356213
24790,1134115,716605
24791,1379527,1176373
24792,1566623,832988
24793,1099941,912595
24794,1640266,1383082
24795,1046327,1584137
24796,1032033,1418302
24797,1451514,1425883
24798,1323468,1571371
24799,10254,893691
24800,1626853,1385280
24801,1573352,1290205
24802,108985,225211
24803,1035216,1556107
24804,89800,1604868
24805,1660329,1658982
24806,1368761,830253
24807,1662574,1627487
24808,935036,1657045
24809,352049,1424404
24810,750004,1478087
24811,1635965,1120370
24812,783280,1228627
24813,16875,740260
24814,846475,883107
24815,1184702,865084
24816,1600470,918573
24817,868857,102379
24818,1471387,1314052
24819,713425,1043915
24820,930738,766561
24821,1430960,1311241
24822,887226,1600410
24823,1035884,317093
24824,850141,1411494
24825,62362,726514
24826,1326380,1123852
24827,1438423,914329
24828,1588014,1469134
24829,1562918,819050
24830,1304741,823277
24831,902739,1572758
24832,102109,1424454
24833,1193311,918580
24834,1420720,1346922
24835,1343034,1603345
24836,719739,764044
24837,1634423,1503985
24838,928340,1560449
24839,1562733,731802
24840,39263,108385
24841,1326706,1651932
24842,1435812,1262976
24843,1042729,1001601
24844,925661,1516805
24845,880321,1116141
24846,1682868,24491
24847,908937,1091530
24848,1376231,1300938
24849,13573,1001601
24850,1634424,1663274
24851,1674910,704051
24852,700764,1489367
24853,896493,1170010
24854,1454124,1553404
24855,1485469,59255
24856,1466292,1630940
24857,49826,63330
24858,1263364,1592782
24859,1383312,275119
24860,1260968,1185348
24861,1030469,1302215
24862,1582313,1316898
24863,879519,1570132
24864,1606498,1095007
24865,1570011,1574219
24866,878932,1128250
24867,1295947,1662382
24868,108772,1546417
24869,1565700,1562622
24870,768411,1065088
24871,1426506,1304492
24872,1654280,1407190
24873,1032208,1012620
24874,1613764,1648903
24875,1105533,1558423
24876,1648945,1399406
24877,1138978,737758
24878,76605,1586372
24879,736822,1662669
24880,1453687,910329
24881,1639234,34563
24882,1261249,1121788
24883,1633651,1416265
24884,1577134,1115055
24885,1651308,1321732
24886,1116942,773910
24887,1505155,948320
24888,1503455,1501112
24889,40987,1497504
24890,1411207,1424657
24891,825324,1623595
24892,1084961,1576336
24893,102198,1381447
24894,65984,1000230
24895,836658,899923
24896,34067,1653542
24897,1161582,1624517
24898,1070523,1483096
24899,101538,1667153
24900,1354327,1532930
24901,1321646,67625
24902,1521168,1644889
24903,815917,1133311
24904,793171,1595710
24905,1396730,1442620
24906,1512762,1492633
24907,788329,314808
24908,1290205,1123852
24909,1089872,1463959
24910,1018724,1135185
24911,1301611,1040829
24912,1029142,1141807
24913,27430,1513856
24914,1539894,1522767
24915,1408146,1559576
24916,1524607,1442492
24917,716634,780571
24918,1621466,1578620
24919,892553,1563227
24920,799089,1039276
24921,42582,861361
24922,1102993,1641129
24923,878802,1488813
24924,1136352,1627631
24925,877212,1420520
24926,922869,1168081
24927,1590496,1159167
24928,926617,1546392
24929,1669792,1144215
24930,1606069,1357361
24931,1580670,1539850
24932,1060232,94887
24933,1449278,751978
24934,1326200,1474042
24935,1412502,1579541
24936,1157817,1624203
24937,1522602,1042642
24938,730263,1002761
24939,1056923,1588272
24940,1616000,27879
24941,1687187,91882
24942,1350421,1585689
24943,1128189,1038277
24944,880117,69633
24945,1635984,1178727
24946,1272754,1410187
24947,1474464,777491
24948,1572758,1481339
24949,1629978,1651992
24950,1206133,1549872
24951,1446847,14693
24952,895812,1078099
24953,1084991,1559909
24954,1528760,1590560
24955,866609,1585689
24956,1469367,6879
24957,1333614,874766
24958,1235007,1419806
24959,1592379,1385228
24960,1046311,1565146
24961,22356,1350156
24962,1099234,1491419
24963,704562,1557340
24964,63330,45012
24965,1575098,1522215
24966,8818,75681
24967,1634976,1489902
24968,1282723,719274
24969,1674760,828530
24970,777676,1050180
24971,915016,915016
24972,894158,97134
24973,1276520,1591096
24974,1100878,1330622
24975,1300485,1389936
24976,720858,718937
24977,1600626,1004434
24978,1596958,1453593
24979,1304280,1592016
24980,1569601,728387
24981,105132,1528697
24982,1546609,1283582
24983,1037390,1506983
24984,874499,1099728
24985,9892,1097136
24986,1283602,1686150
24987,922360,1530746
24988,45919,764764
24989,922224,882508
24990,91668,1586554
24991,1131312,1354174
24992,1133798,916457
24993,906193,1450708
24994,1425292,1612126
24995,1023364,1500242
24996,1079282,1482430
24997,811596,1283598
24998,1575896,51644
24999,1021270,718877
25000,1388320,27904
25001,925661,1126328
25002,1571329,1482512
25003,57131,1678361
25004,1056285,897315
25005,1564618,1059377
25006,913165,1101396
25007,919134,1073429
25008,885721,893670
25009,1616817,831355
25010,1374310,1639669
25011,1045742,101462
25012,1109357,1089819
25013,887969,858877
25014,75488,1624985
25015,1099568,1511261
25016,931148,38723
25017,1466815,1124105
25018,1299969,1388320
25019,1267395,817720
25020,1425205,1331875
25021,1429764,1575686
25022,5656,889609
25023,813920,1454389
25024,1178377,788965
25025,1584480,1609336
25026,1331451,350894
25027,874841,1601715
25028,1601705,839470
25029,1062506,1654734
25030,1453099,945989
25031,1402479,1288359
25032,61339,1182534
25033,944809,850261
25034,1000955,1634912
25035,1097149,1419612
25036,1011659,7332
25037,79282,1060409
25038,1526113,1357371
25039,924383,77476
25040,812701,1654281
25041,1643873,1610911
25042,1232582,1393066
25043,1511737,101295
25044,1580905,849547
25045,750004,1555995
25046,722830,1630212
25047,93859,930686
25048,1364954,1592329
25049,880984,1647339
25050,1474439,1602190
25051,1236275,1138639
25052,794323,1060490
25053,1562528,1325618
25054,1386301,1561206
25055,1664740,1683413
25056,78128,1584207
25057,1610911,1031316
25058,1562039,1494162
25059,1607250,1668589
25060,1103982,47111
25061,1642363,1136352
25062,1562107,1508655
25063,1300524,107832
25064,1032033,1662382
25065,1057877,1422841
25066,1578821,897077
25067,1123312,1135906
25068,1472468,1565228
25069,861878,723646
25070,1390844,837919
25071,1158463,1581378
25072,1379895,76149
25073,34088,1035092
25074,1609671,1581068
25075,1435224,811589
25076,913341,1371534
25077,1278027,40211
25078,1570585,1463172
25079,1174850,1127993
25080,1041657,7536
25081,1110647,1609253
25082,1467913,1581378
25083,7084,1056288
25084,879682,730263
25085,1070336,1622764
25086,1527709,1342514
25087,1604028,1477200
25088,1393052,310158
25089,1402479,1504678
25090,1638058,1294476
25091,1647254,754673
25092,1294649,1544229
25093,784199,1629210
25094,1045542,1535456
25095,1638448,1452872
25096,1475274,1138723
25097,1075531,1401680
25098,1609183,1412126
25099,1328670,1600890
25100,822662,91668
25101,1300938,1279620
25102,42888,823546
25103,1059377,917273
25104,850429,805326
25105,1479247,1594686
25106,31235,875738
25107,29952,1542447
25108,29952,1511337
25109,1156039,1184702
25110,880117,1133818
25111,1576873,1530766
25112,1541157,1611547
25113,799850,106640
25114,1637969,1131227
25115,1601548,1583671
25116,55772,823546
25117,34067,1397187
25118,8670,1028751
25119,1126975,1246263
25120,1423689,86312
25121,868611,1341319
25122,1352010,865752
25123,1301712,315374
25124,1515319,1644867
25125,1369817,1039466
25126,1426850,731012
25127,1348649,1283602
25128,1509745,1510295
25129,1516551,1161706
25130,1513363,1672255
25131,1381240,1441769
25132,1072627,1484565
25133,1491419,811532
25134,1656839,851520
25135,6720,1046112
25136,1527102,1592145
25137,814547,1086757
25138,1336282,1634424
25139,40888,97134
25140,890394,1315257
25141,1490028,1499961
25142,1507986,1174266
25143,1530163,1005757
25144,750686,785161
25145,1252849,860748
25146,886136,921547
25147,1297937,904080
25148,1351345,1314223
25149,1599033,897075
25150,1551771,751978
25151,1070412,1557356
25152,1651790,82020
25153,1557805,350868
25154,852437,1574963
25155,7084,831327
25156,1557798,914122
25157,1493761,1561939
25158,1313938,1584952
25159,50104,1286613
25160,908652,1137047
25161,1615892,1328143
25162,21535,891482
25163,941548,1345122
25164,277375,909832
25165,1518171,1627213
25166,1262279,1592407
25167,52485,1524829
25168,851205,1275187
25169,75362,1647254
25170,866273,1474098
25171,1479382,91928
25172,1552111,1579541
25173,1629716,1557939
25174,707388,1549872
25175,1641751,1522616
25176,1631055,1442853
25177,892997,930775
25178,1532390,1497130
25179,1610618,1453099
25180,1128353,1099290
25181,1088638,1598683
25182,1564968,1372183
25183,744218,1645113
25184,1008579,870753
25185,1405041,1054905
25186,1590955,1036848
25187,96223,1084580
25188,1518222,355573
25189,1403568,944314
25190,54507,865941
25191,1434737,1606363
25192,772406,1503518
25193,895456,1601705
25194,1102112,1095315
25195,918965,1253317
25196,1668738,1046995
25197,102379,906469
25198,777676,709519
25199,881524,1573166
25200,827809,1383054
25201,1592407,1551901
25202,912263,1418255
25203,1053374,84112
25204,867374,909724
25205,1104188,714256
25206,1522727,1369868
25207,79732,1029590
25208,1631463,880771
25209,1613766,54187
25210,1208261,1041550
25211,1434388,703604
25212,1634424,1595262
25213,1602381,1335982
25214,1561743,1169988
25215,944508,98222
25216,1362468,1411059
25217,1523854,1448431
25218,878726,27673
25219,1380846,1577898
25220,1124941,936395
25221,1339048,777491
25222,73605,1408278
25223,1672773,1078037
25224,1328581,1362703
25225,1644804,1100542
25226,1652672,908311
25227,1624985,1145765
25228,812796,1627606
25229,1318220,1114927
25230,1404644,723603
25231,77281,1499785
25232,41091,51644
25233,1374881,832101
25234,930245,1658432
25235,1174940,879407
25236,1575051,1385818
25237,1346980,109177
25238,1575142,1447028
25239,1581720,1001606
25240,1349436,1381531
25241,1510874,1674242
25242,1631406,919721
25243,51548,1022469
25244,1617431,1324772
25245,1561257,1350421
25246,1385849,767405
25247,847464,1168455
25248,1502630,314237
25249,1316175,1388319
25250,1582605,82473
25251,763744,1304730
25252,1669600,817720
25253,1011290,912242
25254,789388,1095157
25255,1576804,1669162
25256,1443388,1331745
25257,810958,1609989
25258,1478087,799167
25259,1672899,1491576
25260,72971,1538263
25261,1666947,1035354
25262,1041514,796764
25263,830524,1575913
25264,1561627,1521013
25265,1410703,742275
25266,875159,75594
25267,1171759,1348334
25268,1104188,1581405
25269,1025877,1356104
25270,1586573,909724
25271,1172178,1610114
25272,1581908,1419553
25273,1578505,781902
25274,1140536,814898
25275,57515,1113232
25276,1371217,354190
25277,1263364,1665918
25278,1512074,1574540
25279,1643293,1023291
25280,29002,1138951
25281,1145986,1610457
25282,1605481,888471
25283,1611742,72205
25284,7431,1610466
25285,899051,1574097
25286,1682868,1175454
25287,1035201,96885
25288,1591763,1572910
25289,16875,702165
25290,1301712,1341141
25291,1093672,1402829
25292,1556508,1607281
25293,886163,1461640
25294,1513403,864749
25295,1574910,1447599
25296,1506307,1682524
25297,935703,1428389
25298,1516805,1014739
25299,937098,1081183
25300,1651286,750813
25301,878932,1545654
25302,882104,1645926
25303,930775,1431766
25304,1574596,1613762
25305,1064117,1359699
25306,102212,1574969
25307,1499961,1373846
25308,1577230,1617760
25309,1633336,1678038
25310,1581545,1073748
25311,1537274,351998
25312,23194,1304069
25313,1418133,831491
25314,1378624,1319643
25315,946454,1294808
25316,1054833,812910
25317,1533932,1509261
25318,1478069,92122
25319,1597313,1066684
25320,320121,1603286
25321,106535,1559484
25322,1045543,24104
25323,850209,1040792
25324,1415744,1353226
25325,1045541,1356093
25326,1549346,1627811
25327,75488,1479681
25328,752789,872544
25329,1035976,1135906
25330,752642,60714
25331,311817,1406587
25332,912767,1501570
25333,1285785,1328300
25334,1311735,355999
25335,1402829,1169770
25336,1091748,8858
25337,1013488,1130144
25338,1318484,874792
25339,791770,1373980
25340,1002761,1162896
25341,1550221,1025771
25342,1053059,64803
25343,858655,1518548
25344,1664248,1677761
25345,731766,805037
25346,1110803,1041024
25347,1528103,1599891
25348,1171825,1050377
25349,1599891,1527032
25350,1488075,1540723
25351,871763,1109448
25352,276283,1131312
25353,1421602,1562107
25354,1261249,1657045
25355,1430592,1646383
25356,1501350,1546640
25357,791907,814676
25358,1473579,1560141
25359,62741,1015610
25360,1508786,67215
25361,1042187,791908
25362,1424879,884713
25363,1581378,711477
25364,1567892,1333248
25365,1421865,1585492
25366,34956,315449
25367,1603671,1636459
25368,1378992,1505512
25369,1498380,1295810
25370,1080319,8063
25371,1102112,1356093
25372,1514743,1499573
25373,1404281,1383183
25374,851520,1434316
25375,1605435,890908
25376,1124610,1424755
25377,1661136,18498
25378,1230245,1622536
25379,816159,1171106
25380,13372,1549922
