cik,company,sic,state_of_inc,state_location,year,,
1459450,"Myrexis, Inc.",2834,DE,NY,2010,,
1459482,"Chineseinvestors.com, Inc.",6282,IN,CA,2011,,
1459697,Liberty Gold Corp.,7389,DE,AZ,2011,,
1459764,"Topaz Resources, Inc.",2340,FL,TX,2010,,
1459839,"SI-BONE, Inc.",3841,DE,CA,2018,,
1460198,"Kips Bay Medical, Inc.",3841,DE,MN,2010,,
1460290,Alaska Pacific Energy Corp,1000,NV,CA,2010,,
1460329,"Fluent, Inc.",7310,DE,NY,2018,,
1460602,Orgenesis Inc.,7389,NV,MD,2011,,
1460702,RITTER PHARMACEUTICALS INC,2834,DE,CA,2015,,
1460801,"Tri-Tech Holding, Inc.",8711,E9,F4,2009,,
1461119,CRH Medical Corp,8000,A1,A1,2018,,
1461219,GRAHAM ALTERNATIVE INVESTMENT FUND I LLC,6799,DEType,CT,2010,,
1461237,GRAHAM ALTERNATIVE INVESTMENT FUND II LLC,6799,DEType,CT,2010,,
1461640,HomeTown Bankshares Corp,6022,VA,,2009,,
1461755,"Atlantic Capital Bancshares, Inc.",6022,GA,GA,2015,,
1461901,"Brooklin Systems, Inc.",6770,NV,VA,2009,,
1461912,"Kona Coast Systems, Inc.",6770,DE,VA,2009,,
1461993,"MELINTA THERAPEUTICS, INC. /NEW/",2834,DE,NJ,2017,,
1462013,"Gold Hill Resources, Inc.",5082,NV,X1,2013,,
1462047,HOME TOUCH HOLDING Co,3670,NV,N8,2010,,
1462103,"MEWBOURNE ENERGY PARTNERS 09-A, L.P.",1311,DE,TX,2010,,
1462109,China PharmaHub Corp.,2300,,CA,2010,,
1462120,"Live Oak Bancshares, Inc.",6022,NC,NC,2015,,
1462223,"Recruiter.com Group, Inc.",7371,DE,NY,2019,,
1462360,"Hartman & Associates, Inc.",6770,NV,VA,2009,,
1462418,Altisource Portfolio Solutions S.A.,7380,N4Type,N4,2009,,
1462441,"CapitalSouth Partners SBIC Fund III, L.P.",,DE,NC,2013,,
1462506,SunGame Corp,7370,DE,NV,2009,,
1462566,"Biolog, Inc",6770,UT,NY,2009,,
1462567,"RICI Linked - PAM Advisors Fund, LLC",6221,DE,IL,2009,,
1462633,"Jive Software, Inc.",7374,DE,CA,2011,,
1462694,"ConnectOne Bancorp, Inc.",6022,NJ,NJ,2012,,
1463101,"Enphase Energy, Inc.",3674,DE,CA,2012,,
1463172,"Zendesk, Inc.",7374,DE,CA,2014,,
1463176,ASIA SELECT ACQUISITION III CORP,6770,DE,A1,2010,,
1463191,"PIMI AGRO CLEANTECH, INC.",700,DE,CA,2009,,
1463208,"Transportation & Logistics Systems, Inc.",4700,NV,FL,2018,,
1463258,"Renewable Energy Group, Inc.",2860,DE,IA,2010,,
1463361,"Unity Biotechnology, Inc.",2834,DE,CA,2018,,
1463389,"ATEL 14, LLC",7359,CA,CA,2009,,
1463729,"Receptos, Inc.",2834,DE,CA,2013,,
1463792,"Gold Torrent, Inc.",4899,NV,ID,2014,,
1463833,"CTM MEDIA HOLDINGS, INC.",7310,DE,NJ,2009,,
1463913,US Alliance Corp,6311,KS,KS,2016,,
1463959,"DS HEALTHCARE GROUP, INC.",2844,FL,FL,2012,,
1463961,"Ciralight Global, Inc.",3444,NV,CA,2010,,
1463972,Vuzix Corp,3577,DE,NY,2009,,
1464165,Pivot Pharmaceuticals Inc.,2834,A1,A1,2015,,
1464300,"ALL MARKETING SOLUTIONS, INC.",6794,NV,NV,2013,,
1464343,Atlanticus Holdings Corp,6141,GA,GA,2012,,
1464766,"Epcylon Technologies, Inc.",7372,NV,A6,2013,,
1464790,"B. Riley Financial, Inc.",7389,DE,CA,2014,,
1464830,"Silver Falcon Mining, Inc.",1040,DE,FL,2010,,
1464865,"Good Hemp, Inc.",1000,NV,NC,2019,,
1464963,"First Eagle Alternative Capital BDC, Inc.",,DE,MA,2020,,
1465062,VIASPACE Green Energy Inc.,7330,D8,CA,2009,,
1465112,DIRECTV,4899,DE,CA,2009,,
1465130,Arcis Resources Corp,3433,NV,AL,2010,,
1465264,"HD SUPPLY, INC.",5000,DE,GA,2010,,
1465470,NaturalShrimp Inc,900,NV,TX,2015,,
1465509,XcelMobility Inc.,7372,NV,CA,2011,,
1465740,Two Harbors Investment Corp.,6798,,MN,2009,,
1465856,"mBeach Software, Inc.",7372,FL,NY,2010,,
1465872,VANTAGE DRILLING INTERNATIONAL,1381,E9,E9,2015,,
1465885,Western Asset Mortgage Capital Corp,6798,DE,CA,2012,,
1465969,"Cullman Bancorp, Inc.",6035,X1,AL,2009,,
1466026,"Midland States Bancorp, Inc.",6022,IL,IL,2016,,
1466056,Bhakti Capital Corp.,6770,FL,FL,2009,,
1466057,"Darshan Equity Investment, Inc.",6770,FL,FL,2009,,
1466225,"Resource Real Estate Opportunity REIT, Inc.",6798,MD,PA,2010,,
1466258,Trane Technologies plc,3822,L2,L2,2020,,
1466292,Cordia Bancorp Inc,6022,VA,VA,2012,,
1466301,"Clovis Oncology, Inc.",2834,DE,CO,2011,,
1466538,COWEN INC.,6211,DE,NY,2017,,
1466593,Otter Tail Corp,4911,MN,MN,2009,,
1466629,"Vacation Home Swap, Inc.",7370,NV,NV,2011,,
1466739,Next Galaxy Corp.,7361,NV,FL,2014,,
1466815,"CAMBIUM LEARNING GROUP, INC.",2741,DE,TX,2009,,
1466827,AVICENNA GLOBAL CORP.,3281,NV,K7,2010,,
1467027,CreXus Investment Corp.,6798,MD,NY,2009,,
1467076,"Colony Capital, Inc.",6798,MD,CA,2015,,
1467154,"Novan, Inc.",2834,DE,NC,2016,,
1467233,Global Cooling Technologies Corp.,7389,NV,NV,2010,,
1467373,Accenture plc,7389,L2,L2,2009,,
1467377,"CORE HEALTH CARE NETWORK, INC.",6770,,,2010,,
1467434,"Petron Energy II, Inc.",1311,NV,TX,2011,,
1467560,"Quantum Assets, Inc.",6770,,,2009,,
1467623,"DROPBOX, INC.",7372,DE,CA,2018,,
1467652,"Neos Therapeutics, Inc.",2834,DE,TX,2015,,
1467746,Deyu Agriculture Corp.,2040,NV,F4,2010,,
1467760,"Apollo Commercial Real Estate Finance, Inc.",6798,MD,NY,2009,,
1467761,"Zoom Telephonics, Inc.",3661,DE,NH,2009,,
1467845,"Kashin, Inc.",8200,NV,NV,2015,,
1467858,General Motors Co,3711,,MI,2009,,
1467913,808 RENEWABLE ENERGY CORP,4932,NV,FL,2013,,
1467974,"Wendy's Restaurants, LLC",5810,DE,OH,2012,,
1468010,"Steadfast Income REIT, Inc.",6798,MD,CA,2010,,
1468122,"Global Smoothie Supply, Inc.",5960,TX,TX,2010,,
1468164,"Profit Planners Management, Inc.",7363,NV,NY,2010,,
1468174,Hyatt Hotels Corp,7011,DE,IL,2009,,
1468276,"Wecosign, Inc.",6351,CA,CA,2009,,
1468328,Addus HomeCare Corp,8082,DE,TX,2009,,
1468500,USA REAL ESTATE HOLDING Co,6500,DEType,,2010,,
1468516,AOL Inc.,7374,DE,NY,2009,,
1468639,"Vicapsys Life Sciences, Inc.",2834,FLType,GA,2020,,
1468666,SecureWorks Corp,7372,DE,GA,2017,,
1468679,AMERICAN CRYOSTEM Corp,7812,NV,NJ,2011,,
1468748,Kodiak Sciences Inc.,2836,DE,CA,2018,,
1468780,POWIN ENERGY CORP,3990,,OR,2016,,
1468910,Millburn Multi-Markets Fund L.P.,6799,DE,CT,2010,,
1468924,"SAND HILLS, INC",6770,NV,SC,2010,,
1468929,"NEXGEL, INC.",3841,DE,PA,2019,,
1469038,AFF Holding Group Inc.,4813,NV,K3,2020,,
1469114,"Stone Harbor Investments, Inc.",7370,NV,FL,2010,,
1469115,UAN Power Corp,6510,DE,GA,2012,,
1469134,"First Community Financial Partners, Inc.",6022,IL,IL,2012,,
1469207,"Smartag International, Inc.",6770,NV,NV,2009,,
1469284,Champion Pain Care Corp,6770,DE,NY,2014,,
1469317,"Altegris QIM Futures Fund, L.P.",6221,DE,CA,2010,,
1469367,Sunrun Inc.,3430,DE,CA,2015,,
1469372,MSG NETWORKS INC.,4841,DE,NY,2016,,
1469383,"AOTS 30, Inc.",6770,DE,FL,2011,,
1469384,WRASP 31 INC,6770,DE,FL,2009,,
1469385,WRASP 32 INC,6770,DE,FL,2009,,
1469412,"Mobilized Entertainment, Inc.",7389,NV,A1,2010,,
1469433,Ancestry.com Inc.,7374,DE,UT,2009,,
1469443,"Arcadia Biosciences, Inc.",2870,DE,X1,2015,,
1469488,ASIA SELECT ACQUISITION II CORP.,6770,DE,A1,2010,,
1469510,Resolute Energy Corp,1311,DE,CO,2009,,
1469559,"PROTEONOMIX, INC.",2834,DE,NJ,2009,,
1469606,Andatee China Marine Fuel Services Corp,5171,DE,F4,2009,,
1469628,Hygea Holdings Corp.,8011,NV,FL,2011,,
1469741,"Mint Capital, Inc",6770,FL,FL,2010,,
1469822,"KBS Legacy Partners Apartment REIT, Inc.",6798,MD,CA,2010,,
1470022,RESOLUTE ONCOLOGY INC,1000,NV,NJ,2012,,
1470099,"MOBILEIRON, INC.",7372,DE,CA,2014,,
1470129,China Bilingual Technology & Education Group Inc.,8200,NV,R9,2010,,
1470177,Axiologix Education Corp,7372,NV,NJ,2010,,
1470205,"County Bancorp, Inc.",6022,WI,WI,2014,,
1470215,Towers Watson & Co.,8742,DE,VA,2010,,
1470336,"PB Capital International, Inc",6770,DE,FL,2010,,
1470512,Cell-nique Corp,2086,DE,CT,2010,,
1470550,INTERNATIONAL LEADERS CAPITAL Corp,6770,NV,NV,2017,,
1470699,"Archipelago Learning, Inc.",8200,DE,TX,2009,,
1470701,"China New Greenfood Co., Ltd",6770,NV,F4,2011,,
1470719,MONAR INTERNATIONAL INC.,5700,NV,K3,2010,,
1470795,"OmniAmerican Bancorp, Inc.",6035,MD,TX,2009,,
1470915,"Pharmagen, Inc.",1000,NV,MD,2012,,
1471038,"GLOBAL DEFENSE TECHNOLOGY & SYSTEMS, INC.",8711,DE,VA,2009,,
1471088,"OBA Financial Services, Inc.",6035,MD,MD,2010,,
1471089,MANTHEY REDMOND Corp,3510,DE,CA,2010,,
1471092,Versailles Financial Corp,6036,MD,OH,2010,,
1471136,Hondo Minerals Corp,1000,,AZ,2011,,
1471232,"GE Equipment Midticket LLC, Series 2009-1",6189,DE,,2009,,
1471256,Cullen Agricultural Holding Corp,2020,DE,GA,2009,,
1471261,"Cobalt International Energy, Inc.",1311,,TX,2009,,
1471265,"Northwest Bancshares, Inc.",6021,MD,PA,2009,,
1471266,"Harvard Illinois Bancorp, Inc.",6035,MD,IL,2009,,
1471270,ML BlueTrend FuturesAccess LLC,6221,DE,NY,2009,,
1471271,"Firemans Contractors, Inc.",1700,NV,TX,2011,,
1471302,Kemiao Garment Holding Group,3651,NV,NV,2019,,
1471387,"PMX Communities, Inc.",7374,NV,FL,2009,,
1471458,"rue21, inc.",5600,DEType,PA,2010,,
1471487,MEDISAFE 1 TECHNOLOGIES CORP,3841,DE,L3,2010,,
1471717,"Logan Sound, Inc.",3931,NV,A6,2011,,
1471727,"Sport Endurance, Inc.",2086,NVType,FL,2010,,
1471728,"Entergy Texas Restoration Funding, LLC",6189,DE,TX,2009,,
1471781,GBT Technologies Inc.,8742,NV,CA,2019,,
1471968,EnzymeBioSystems,2834,NV,NV,2010,,
1472012,Immunome Inc.,2834,DE,PA,2020,,
1472091,PDS Biotechnology Corp,2834,DE,NJ,2019,,
1472093,Athens Bancshares Corp,6035,TN,TN,2009,,
1472147,"Flameret, Inc.",2390,NV,NV,2010,,
1472174,PHYHEALTH Corp,8011,DE,GA,2010,,
1472277,KUN DE INTERNATIONAL HOLDINGS INC.,4731,DE,F4,2014,,
1472343,"Roka BioScience, Inc.",3826,DE,NJ,2014,,
1472374,Ultimate Indoor Football League,6770,,GA,2011,,
1472468,"XT Energy Group, Inc.",3621,NV,F4,2019,,
1472485,"NewEnergy Enterprise Management, Inc.",6770,DE,F4,2010,,
1472486,"NewTech Enterprise Management, Inc.",6770,DE,F4,2010,,
1472494,"United States Brent Oil Fund, LP",6221,DE,CA,2010,,
1472595,R1 RCM INC.,8741,DE,IL,2016,,
1472601,RYU APPAREL INC.,2300,NV,A1,2014,,
1472635,CHINA DU KANG CO. LTD.,2080,NV,F4,2009,,
1472688,GHN Agrispan Holding Co,5812,NV,NV,2009,,
1472787,First American Financial Corp,6361,DE,CA,2010,,
1472847,HARRISON VICKERS & WATERMAN INC,7389,NV,GA,2014,,
1472862,"WHITE SMILE GLOBAL, INC.",2452,NV,NY,2011,,
1472998,"GreenPlex Services, Inc.",700,NV,WA,2010,,
1473061,PostRock Energy Corp,1311,DE,OK,2009,,
1473287,SMSA CRANE ACQUISITION CORP.,6770,NV,CA,2010,,
1473334,"Nova Lifestyle, Inc.",2510,NV,CA,2011,,
1473490,"Wall Street Media Co, Inc.",5960,NV,FL,2013,,
1473579,"Boston Therapeutics, Inc.",2834,DE,MA,2010,,
1473591,Sonora Resources Corp.,5000,NV,O5,2011,,
1473597,"STR Holdings, Inc.",3081,DE,CT,2009,,
1473637,"Eco-Tek Group, Inc.",2990,,A6,2012,,
1473652,China Teletech Ltd,4899,A1,F4,2009,,
1473654,"LevelBlox, Inc.",7372,DE,FL,2018,,
1473675,AlphaMetrix Managed Futures III LLC,6221,DE,IL,2011,,
1473844,"CBTX, Inc.",6021,TX,TX,2017,,
1473968,"CenterPoint Energy Restoration Bond Company, LLC",6189,,TX,2009,,
1473971,"Citadel EFT, Inc.",7389,NV,CA,2010,,
1474042,Baltic Trading Ltd,4412,1T,NY,2010,,
1474167,Cosmos Holdings Inc.,6500,NV,IL,2013,,
1474227,"Audience Productions, Inc.",7812,WA,X1,2010,,
1474266,"Titanium Healthcare, Inc.",6770,NV,TX,2014,,
1474301,"Toys R Us Property Co I, LLC",6512,DE,NJ,2011,,
1474307,KMP Futures Fund I LLC,6221,DE,NY,2009,,
1474432,"Pure Storage, Inc.",3572,DEType,CA,2016,,
1474439,"TeleNav, Inc.",3812,DE,CA,2010,,
1474459,MEGAS INC,6770,NV,NV,2012,,
1474464,New York REIT Liquidating LLC,6798,DE,MA,2018,,
1474627,Dehaier Medical Systems Ltd,3841,D8,CA,2009,,
1474735,GENERAC HOLDINGS INC.,3621,DE,WI,2009,,
1474777,American Farmland Co,6798,MD,NY,2015,,
1474903,"BGSF, INC.",7363,,TX,2020,,
1475036,"AMHEARST GLEN, INC.",6770,NV,UT,2010,,
1475065,Tungsten Corp.,7389,NV,FL,2013,,
1475115,"Eventbrite, Inc.",7370,DE,CA,2018,,
1475204,Meiguo Acquisition Corp,6770,DE,F4,2009,,
1475273,"SOUPMAN, INC.",5960,DE,NY,2011,,
1475274,"RetailMeNot, Inc.",7310,DE,TX,2013,,
1475348,Luther Burbank Corp,6022,CAType,CA,2017,,
1475430,JOSHUA GOLD RESOURCES INC,6770,NV,A6,2011,,
1475448,BZ INTERMEDIATE HOLDINGS LLC,2600,DE,ID,2010,,
1475841,National Bank Holdings Corp,6021,DE,CO,2012,,
1475899,"NYTEX Energy Holdings, Inc.",1311,DE,TX,2010,,
1475922,"Primerica, Inc.",6311,DE,GA,2010,,
1476034,Metropolitan Bank Holding Corp.,6022,NY,NY,2017,,
1476150,Terreno Realty Corp,6500,MD,CA,2009,,
1476170,Unilife Corp,3841,DE,PA,2010,,
1476204,"Phillips Edison & Company, Inc.",6798,MD,OH,2017,,
1476246,Tropicana Entertainment Inc.,7011,DE,NV,2009,,
1476264,"WashingtonFirst Bankshares, Inc.",6022,VA,VA,2012,,
1476278,"MEDIENT STUDIOS, INC.",7812,NV,2Q,2012,,
1476470,CARBON 612 Corp,3829,DE,NY,2010,,
1476638,"Rackwise, Inc.",7372,NV,CO,2011,,
1476651,"FCB FINANCIAL HOLDINGS, INC.",6021,DE,FL,2014,,
1476655,Antero Resources LLC,1311,DE,CO,2011,,
1476678,China Real Estate Acquisition Corp.,6770,DE,F4,2009,,
1476692,Pathmark Charter Corp,6770,DE,OH,2010,,
1476719,"Crumbs Bake Shop, Inc.",2050,DE,NY,2011,,
1476763,China Food & Beverage Acquisition Corp.,6770,DE,NY,2009,,
1476765,"Golub Capital BDC, Inc.",,DE,NY,2010,,
1476963,"HEAT BIOLOGICS, INC.",2834,DE,NC,2013,,
1477009,GENERAL CANNABIS CORP,1389,CO,CO,2015,,
1477032,PROSPECT GLOBAL RESOURCES INC.,1520,NV,CO,2011,,
1477130,"COMMONWEALTH REALTY PARTNERS, INC.",6799,MA,MA,2010,,
1477168,"Star Mountain Resources, Inc.",1000,NV,CO,2014,,
1477200,Rocket Fuel Inc.,7370,DE,CA,2013,,
1477246,S&W Seed Co,100,DE,CO,2010,,
1477294,Sensata Technologies Holding plc,3823,,X0,2018,,
1477333,"Cloudflare, Inc.",7372,DE,CA,2019,,
1477336,Ally Auto Assets LLC,6189,DE,DE,2010,,
1477425,"SendGrid, Inc.",7372,DE,CO,2017,,
1477449,"Teladoc Health, Inc.",8011,DE,NY,2018,,
1477472,"Active Health Foods, Inc.",2060,CA,CA,2009,,
1477776,ATTUNE RTD,3823,NV,CA,2010,,
1477845,"Annovis Bio, Inc.",2834,DE,PA,2019,,
1477961,"Latitude Solutions, Inc.",3669,NV,TX,2010,,
1477968,"Fairmount Bancorp, Inc.",6022,MD,MD,2010,,
1478069,CONTRAFECT Corp,2834,DE,NY,2014,,
1478085,Graham Packaging Co Inc.,3080,DE,PA,2009,,
1478087,"VIM BEVERAGE, INC.",2080,NV,K3,2012,,
1478121,Pfenex Inc.,2834,DE,CA,2014,,
1478132,AUXILLIUM ENERGY INC.,5500,NV,NY,2012,,
1478176,"EURO SOLAR PARKS, INC.",3433,NVType,NJ,2010,,
1478220,"Campbell Global Trend Fund, L.P.",6799,DE,MD,2010,,
1478242,IQVIA HOLDINGS INC.,8731,NC,NC,2017,,
1478259,"Medbook World, Inc",6770,DE,CA,2010,,
1478320,Adaptive Biotechnologies Corp,2836,WA,WA,2019,,
1478332,HOLLYWALL ENTERTAINMENT INC,1381,NV,TN,2011,,
1478454,"Eagle Bancorp Montana, Inc.",6035,DE,MT,2010,,
1478484,"zulily, inc.",5961,DE,WA,2013,,
1478490,"ADVANCED PIPE FITTING TECHNOLOGIES, INC.",5080,NVType,NV,2010,,
1478493,"GreenCell, Inc",3679,FL,NY,2011,,
1478535,ABBY INC.,1311,CO,CA,2011,,
1478682,"Empire Post Media, Inc.",7812,NV,NV,2010,,
1478725,Virtus Oil & Gas Corp.,5810,NV,TX,2013,,
1478726,Charter Financial Corp,6035,MD,GA,2013,,
1478838,"BRAINY BRANDS COMPANY, INC.",100,DE,2Q,2010,,
1478913,China Education Acquisition Corp.,6770,DE,NY,2011,,
1478914,China High Technology Acquisition Corp.,6770,DE,NY,2011,,
1478974,"GLOBAL CONDIMENTS, INC.",5141,,PA,2010,,
1479000,Viva Entertainment Group Inc.,1381,NV,NY,2016,,
1479014,Healthway Shopping Network,5960,FL,FL,2012,,
1479046,"Tropicana Las Vegas Hotel & Casino, Inc.",7011,DE,NV,2010,,
1479094,"STAG Industrial, Inc.",6798,,MA,2011,,
1479142,"Alon Refining Krotz Springs, Inc.",2911,DE,TX,2009,,
1479239,Kama Resources Inc.,6770,NV,F4,2010,,
1479290,"Revance Therapeutics, Inc.",2834,DE,TN,2013,,
1479320,Vibe Ventures Inc.,7389,NV,F4,2010,,
1479382,Borneo Industrial Fishery Corp Inc.,8742,NV,NY,2015,,
1479419,"Kala Pharmaceuticals, Inc.",2834,DE,MA,2017,,
1479426,DynaVox Inc.,7373,,PA,2010,,
1479488,New Western Energy Corp,1311,NV,CA,2011,,
1479526,"China Modern Agricultural Information, Inc.",5013,NV,F4,2011,,
1479575,"EnviraTrends, Inc",3220,WY,FL,2011,,
1479681,"Clinigence Holdings, Inc.",7389,DE,GA,2019,,
1479683,"Elite Energies, Inc.",5063,DE,CA,2011,,
1479750,Capital Bank Financial Corp.,6021,DE,FL,2012,,
1479915,CQENS Technologies Inc.,2834,DE,MN,2019,,
1479919,"Face Up Entertainment Group, Inc.",7389,FL,2Q,2012,,
1479920,TBS International plc,4412,L2,L2,2009,,
1480797,"Wilder Filing, Inc.",2741,NY,NY,2010,,
1481028,"SUNHYDROGEN, INC.",3674,NV,CA,2020,,
1481056,"Zhongbao International, Inc.",1531,NV,F4,2011,,
1481199,"Delta Entertainment Group, Inc.",7900,FL,FL,2010,,
1481218,"Massive Interactive, Inc.",7374,NV,X0,2013,,
1481339,Cindisue Mining Corp,1000,DE,X0,2011,,
1481423,Virgin Media Investments Ltd,4813,DE,X0,2010,,
1481427,Technology Applications International Corp,6770,FL,FL,2011,,
1481443,"TechCom, Inc.",6770,NV,CA,2019,,
1481504,"XERIANT, INC.",3721,,FL,2020,,
1481506,PAA NATURAL GAS STORAGE LP,4922,DE,TX,2010,,
1481512,"Ra Pharmaceuticals, Inc.",2834,DE,MA,2016,,
1481582,Ryerson Holding Corp,5051,DE,IL,2010,,
1481792,"Quad/Graphics, Inc.",2750,WI,WI,2010,,
1481832,PREFERRED APARTMENT COMMUNITIES INC,6798,MD,GA,2011,,
1482073,"Pacific Clean Water Technologies, Inc.",3585,DE,CA,2012,,
1482075,"Citadel Exploration, Inc.",7389,NV,CA,2011,,
1482080,"CELLULAR DYNAMICS INTERNATIONAL, INC.",2836,WI,WI,2013,,
1482179,"Sur Ventures, Inc.",3572,NV,CA,2011,,
1482199,"Venture Lending & Leasing VI, Inc.",,MD,CA,2010,,
1482278,"Emoneco, Inc.",1000,,KS,2013,,
1482361,"Stratex Oil & Gas Holdings, Inc.",1311,CO,CT,2012,,
1482512,"Hudson Pacific Properties, Inc.",6500,MD,CA,2010,,
1482541,Surna Inc.,7389,NV,CO,2010,,
1482550,"Clavis Technologies International Co., Ltd.",3669,,M5,2010,,
1482554,Hartford Great Health Corp.,7374,NV,CA,2018,,
1482875,FactorShares 2X: S&P500 Bull/TBond Bear,6221,,NY,2011,,
1482876,FactorShares 2X: TBond Bull/S&P500 Bear,6221,,NY,2011,,
1482877,FactorShares 2X: S&P500 Bull/USD Bear,6221,,NY,2012,,
1482878,FactorShares 2X: Oil Bull/S&P500 Bear,6221,,NY,2011,,
1482879,FactorShares 2X: Gold Bull/S&P500 Bear,6221,,NY,2011,,
1482974,"Carter Validus Mission Critical REIT, Inc.",6798,MD,FL,2010,,
1483053,"AJ Acquisition Corp I, Inc.",6770,NV,NJ,2011,,
1483055,"AJ Acquisition Corp. II, Inc.",6770,NV,NJ,2011,,
1483057,BAILEY FRANCES Corp,6770,,NV,2011,,
1483058,"CHINA ALUMINUM FOIL, INC.",3350,NV,F4,2011,,
1483078,"Onyx Service & Solutions, Inc",6099,DE,CO,2010,,
1483096,WILLIAMS PARTNERS L.P.,4922,DE,OK,2014,,
1483173,Tops Holding Corp,5411,DE,NY,2011,,
1483195,Oritani Financial Corp,6022,DE,NJ,2010,,
1483230,HAVAYA CORP,3843,DE,NJ,2010,,
1483496,"RED MOUNTAIN RESOURCES, INC.",7372,FL,TX,2011,,
1483510,"EXPRESS, INC.",5600,,OH,2011,,
1483623,"VITAMIN BLUE, INC.",2320,DE,CA,2009,,
1483646,"BLACKSTAR ENTERPRISE GROUP, INC.",6153,DE,CO,2016,,
1483714,Antero Resources Finance Corp,1311,DE,CO,2010,,
1483731,"Enterologics, Inc.",2834,NV,MN,2010,,
1483798,YABOO INC,5812,NV,MD,2012,,
1483830,Niska Gas Storage Partners LLC,4922,DE,PA,2010,,
1483935,"Empowered Products, Inc.",2844,NV,NV,2011,,
1484042,"WEIKANG BIO-TECHNOLOGY GROUP CO., INC.",2833,NV,F4,2009,,
1484055,HELPEO INC.,7389,NV,TX,2010,,
1484478,"Furiex Pharmaceuticals, Inc.",2834,DE,NC,2010,,
1484504,Gigamon Inc.,7374,DE,CA,2013,,
1484565,SOLENO THERAPEUTICS INC,3845,DE,CA,2017,,
1484612,"Outset Medical, Inc.",3845,DEType,CA,2020,,
1484674,TORON INC.,7389,NV,AZ,2011,,
1484769,fuboTV Inc. /FL,7812,FL,NY,2020,,
1484931,GroveWare Technologies Ltd.,7389,NV,A6,2012,,
1484949,"Jacksonville Bancorp, Inc.",6035,MD,IL,2010,,
1485001,Oneida Financial Corp.,6035,MD,NY,2010,,
1485003,"Sesen Bio, Inc.",2834,DE,MA,2018,,
1485029,"New Asia Holdings, Inc.",3949,NV,U0,2014,,
1485074,"Freeze Tag, Inc.",7372,DE,CA,2010,,
1485156,Gold & Gemstone Mining Inc.,3990,NV,TX,2012,,
1485176,Fox Chase Bancorp Inc,6035,,PA,2010,,
1485469,"Tower International, Inc.",3714,DE,MI,2010,,
1485527,"Colonial Financial Services, Inc.",6035,MD,NJ,2010,,
1485589,Nevada Property 1 LLC,7011,DE,NV,2010,,
1485594,"Corruven, Inc.",2430,,,2013,,
1485933,Trunkbow International Holdings Ltd,7372,NVType,F4,2010,,
1485964,"Peoples Federal Bancshares, Inc.",6036,MD,MA,2010,,
1486018,Northeast Island Corp.,6770,NV,IL,2011,,
1486058,FedFirst Financial Corp,6035,,PA,2010,,
1486159,Oasis Petroleum Inc.,1311,DE,TX,2010,,
1486279,"Resource Real Estate Investors 7, L.P.",6500,DE,PA,2010,,
1486297,Earn-A-Car Inc.,7510,NV,T3,2012,,
1486299,"RENMIN TIANLI GROUP, INC.",200,D8,F4,2017,,
1486315,MIDWEST OIL & GAS INC.,1382,NV,AZ,2015,,
1486452,"MK Automotive, Inc.",7500,NV,IA,2010,,
1486526,"Frozen Food Gift Group, Inc",5961,DE,MO,2011,,
1486597,"SUPERNOVA ENERGY, INC.",1311,NV,NV,2013,,
1486640,Flagship Global Corp,3841,NV,X0,2016,,
1486787,China Transportation Acquisition Corp.,6770,DE,NY,2011,,
1486788,China Clean Energy Acquisition Corp.,6770,DE,NY,2011,,
1486800,"Higher One Holdings, Inc.",7389,DE,CT,2010,,
1486957,"BWX Technologies, Inc.",3510,DE,VA,2015,,
1486993,"Total Debt Management, Inc.",8741,DE,GA,2010,,
1486994,"NCOP XII, LLC",8741,DE,NV,2010,,
1486995,"NCOP XI, LLC",8741,DE,NV,2010,,
1487052,"LegacyTexas Financial Group, Inc.",6035,,TX,2014,,
1487091,"Quest Water Global, Inc.",7389,DE,A1,2011,,
1487101,KEYW HOLDING CORP,7373,MD,MD,2010,,
1487197,BARFRESH FOOD GROUP INC.,7812,DE,CA,2012,,
1487198,"ASPEN GROUP, INC.",8200,DE,NY,2012,,
1487202,Gemini Tea Corp.,5140,,A0,2011,,
1487252,"RadTek, Inc",8742,NV,NV,2013,,
1487347,Santaro Interactive Entertainment Co,7374,NV,NV,2010,,
1487371,"GenMark Diagnostics, Inc.",3841,DE,CA,2010,,
1487428,Horizon Technology Finance Corp,,DE,CT,2010,,
1487439,Crown Alliance Capital Ltd,1000,NV,A6,2012,,
1487447,"United Maritime Group, LLC",4400,FL,FL,2010,,
1487522,"InnoVision Labs, Inc",7372,NV,L3,2015,,
1487544,"Edgen Murray II, L.P.",5051,DE,LA,2010,,
1487561,Atlas Resources Series 28-2010 L.P.,1311,DE,PA,2011,,
1487623,"CHOICE BANCORP, INC.",6022,WI,WI,2010,,
1487659,Cross Click Media Inc.,3651,,NV,2014,,
1487685,"Greektown Superholdings, Inc.",7011,DE,MI,2010,,
1487712,AIR LEASE CORP,7359,DE,CA,2011,,
1487718,"BOXSCORE BRANDS, INC.",5960,DE,CA,2017,,
1487730,"Spectrum Brands Holdings, Inc.",3690,DE,WI,2010,,
1487775,"BWAY PARENT COMPANY, INC.",3411,DE,IL,2011,,
1487782,"Reven Housing REIT, Inc.",6798,CO,CA,2012,,
1487843,Yangtze River Port & Logistics Ltd,6500,NV,NY,2017,,
1487906,"CACHET FINANCIAL SOLUTIONS, INC.",6770,DE,MN,2013,,
